header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Dennenlaan 172,1161 CW Zwanenburg        ,https://www.funda.nl/en/koop/zwanenburg/huis-42656425-dennenlaan-172/?navigateSource=resultlist,20220130_160256,"€ 495,000 kosten koper","€ 3,779    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1962,Gable roof covered with roof tiles,Living area131 m²External storage space8 m²,131 m²,8 m²,196 m²,460 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,"Outdoor awning, optical fibre and TV via cable",E        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler,CH boiler,"Combination boiler, in ownership",196 m²,Full ownership,Back garden and front garden,90 m² (15 meter deep and 6 meter broad),Located at the east accessible via the rear,Detached wooden storage,Parking on private property and public parking,no
