header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Hot water,Location,Balcony/roof garden,error
Isaac Titsinghkade 247,1018 LL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42413854-isaac-titsinghkade-247/?navigateSource=resultlist,20220130_214825,"€ 725,000 vrij op naam","€ 8,529    The asking price per m² (€ 725,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,Maisonnette (apartment),New property,2020,Living area85 m²,85 m²,221 m³,5 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,7th floor,Elevator,A        What does this mean?,Completely insulated,Central facility,In center and in residential district,Balcony present,no
