header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Hot water,Ownership situation,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Tussen Meer 264,1069 DX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42656788-tussen-meer-264/?navigateSource=resultlist,20220130_235750,"€ 300,000 kosten koper","€ 4,167    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,€ 160.00 per month,Galleried apartment (apartment),Resale property,1967,Flat roof covered with asphalt roofing,Living area72 m²Exterior space attached to the building6 m²External storage space6 m²,72 m²,6 m²,6 m²,240 m³,3 rooms (2 bedrooms),4 stories,4th floor,D            1.98What does this mean?,Electrical boiler,Full ownership,Balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 160.00 per month),Yes,Yes,Yes,no
