header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Leyweg 282,2545 EC Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88047512-leyweg-282/?navigateSource=resultlist,20220131_211805,"€ 275,000 kosten koper","€ 3,873    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,€ 105.57 per month,Upstairs apartment (apartment),Resale property,1951,Living area71 m²Exterior space attached to the building6 m²External storage space3 m²,71 m²,6 m²,3 m²,233 m³,4 rooms (3 bedrooms),1 story,1st floor,E        What does this mean?,CH boiler,CH boiler,"Combination boiler from 2021, in ownership",No,No,No,No,No,No,no
