header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Beenhouwersplein 9,5441 BV Oeffelt        ,https://www.funda.nl/en/koop/oeffelt/huis-42667732-beenhouwersplein-9/?navigateSource=resultlist,20220128_013354,"€ 359,000 kosten koper","€ 2,476    The asking price per m² (€ 359,000) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,"Single-family home, double house",New property,2021,Disabled access friendly and accessible for seniors,Mansard roof covered with roof tiles,Living area145 m²,145 m²,195 m²,620 m³,5 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,2 showers and 2 toilets,2 stories and a attic,"Skylight, optical fibre, mechanical ventilation, passive ventilation system, sliding door and TV via cable",Not available,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",Complete floor heating and heat pump,195 m²,Full ownership,In residential district,Back garden and side garden,50 m² (10 meter deep and 5 meter broad),Located at the southeast accessible via the rear,Built-in,Public parking,no
