header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Malakkastraat 112,2585 ST Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88040372-malakkastraat-112/?navigateSource=resultlist,20220131_233111,"€ 349,500 kosten koper","€ 6,594    The asking price per m² (€ 349,500) is calculated by dividing the asking price of the home by the living area (53 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available immediately,Ground-floor apartment (apartment),Resale property,1900,Living area53 m²Exterior space attached to the building10 m²,53 m²,10 m²,182 m³,3 rooms (1 bedroom),1 story,Ground floor,C        What does this mean?,CH boiler,CH boiler,"Kospel (electrical combination boiler from 2021, in ownership)",Full ownership,Back garden,"27 m² (4,97 meter deep and 5,4 meter broad)",Located at the southeast,Paid parking and public parking,Yes,Yes,Yes,Yes,No,Yes,no
