header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Bonietplein 27,1317 RN Almere        ,https://www.funda.nl/en/koop/almere/huis-88042544-bonietplein-27/?navigateSource=resultlist,20220128_083540,"€ 325,000 kosten koper","€ 3,186    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1984,Gable roof covered with roof tiles,Living area102 m²External storage space7 m²,102 m²,7 m²,125 m²,339 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories and a attic,Mechanical ventilation and sliding door,B        What does this mean?,"Roof insulation, double glazing and floor insulation",District heating,125 m²,Alongside a quiet road and in residential district,Back garden and front garden,40 m² (8 meter deep and 5 meter broad),Located at the southwest accessible via the rear,Detached wooden storage,Electricity,Public parking,no
