header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Type of garage,Capacity,Type of parking facilities,error
César Francklaan 23,5144 WD Waalwijk        ,https://www.funda.nl/en/koop/waalwijk/huis-42689402-cesar-francklaan-23/?navigateSource=resultlist,20220129_040223,"€ 360,000 kosten koper","€ 3,214    The asking price per m² (€ 360,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1976,Gable roof,Living area112 m²Exterior space attached to the building2 m²External storage space25 m²,112 m²,2 m²,25 m²,152 m²,399 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,TV via cable,C        What does this mean?,Roof insulation and partly double glazed,CH boiler,CH boiler,"Combination boiler, in ownership",152 m²,Full ownership,Back garden and front garden,42 m² (7 meter deep and 6 meter broad),Located at the south accessible via the rear,Detached brick garage,1 car,Public parking,no
