header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pettelaarseweg 155,5216 BK Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42686152-pettelaarseweg-155/?navigateSource=resultlist,20220201_110515,"€ 415,000 kosten koper","€ 4,611    The asking price per m² (€ 415,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,€ 199.04 per month,Apartment with shared street entrance (apartment),Resale property,1964,Flat roof,Living area90 m²Exterior space attached to the building10 m²External storage space9 m²,90 m²,10 m²,9 m²,293 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,5th floor,"Air conditioning, elevator and rolldown shutters",G        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Full ownership,Full ownership,In residential district,Balcony present,Built-in,Yes,Yes,Yes (€ 199.04 per month),Yes,Yes,Yes,no
