header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Haesackerlaan 67,1851 ML Heiloo        ,https://www.funda.nl/en/koop/heiloo/huis-42530612-haesackerlaan-67/?navigateSource=resultlist,20220128_000438,"€ 675,000 kosten koper","€ 5,400    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 675,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1953,Living area125 m²Other space inside the building4 m²External storage space19 m²,125 m²,4 m²,19 m²,335 m²,430 m³,4 rooms (3 bedrooms),1 separate toilet,3 stories,D        What does this mean?,CH boiler,CH boiler,Intergas (2008),335 m²,Full ownership,"Back garden, front garden and side garden",108 m² (12 meter deep and 9 meter broad),Located at the west accessible via the rear,Detached brick storage,"Electricity, heating and running water",Parking on private property,no
