header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Location,Type of parking facilities,error
Prinsengracht 235,1015 DT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42522776-prinsengracht-235/?navigateSource=resultlist,20220129_183255,"€ 600,000 kosten koper","€ 3,000    The asking price per m² (€ 600,000) is calculated by dividing the asking price of the home by the living area (200 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Property alongside canal, semi-detached residential property",Resale property,1649,Monumental building,Hip roof covered with asphalt roofing and roof tiles,Living area200 m²,200 m²,139 m²,825 m³,8 rooms (4 bedrooms),2 separate toilets,2 stories,Not available,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2017, in ownership)",139 m²,"On navigable waterway, alongside water and in center",Paid parking and resident's parking permits,no
