header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Stastokdreef 9,3561 JR Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42681178-stastokdreef-9/?navigateSource=resultlist,20220130_114049,"€ 425,000 kosten koper","€ 3,373    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1968,Living area126 m²Exterior space attached to the building9 m²External storage space5 m²,126 m²,9 m²,5 m²,139 m²,427 m³,6 rooms (5 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,C        What does this mean?,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2019, in ownership)",139 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"56 m² (10 meter deep and 5,57 meter broad)",Located at the southeast accessible via the rear,Roof terrace present,Detached brick storage,Public parking,no
