header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Location,Garden,Back garden,Garden location,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Marco Polostraat 260 H,1056 DR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88996678-marco-polostraat-260-h/?navigateSource=resultlist,20220130_211112,"€ 600,000 kosten koper","€ 8,000    The asking price per m² (€ 600,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,€ 0.00 per month,Ground-floor apartment (apartment),Resale property,1926,Living area75 m²,75 m²,275 m³,3 rooms (2 bedrooms),1 story,Ground floor,B        What does this mean?,Double glazing,CH boiler,In residential district,Back garden,60 m² (10 meter deep and 6 meter broad),Located at the east,Parking place,No,No,No,No,No,No,no
