header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,error
Buiten Brouwersstraat 2 B,1013 GK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42695831-buiten-brouwersstraat-2-b/?navigateSource=resultlist,20220131_003349,"€ 1,100,000 kosten koper","€ 8,088    The asking price per m² (€ 1,100,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 29, 2022",Available,Available in consultation,"Desirable residence/villa, corner house",Resale property,1732,Monumental building,Gable roof covered with roof tiles,Living area136 m²Other space inside the building4 m²Exterior space attached to the building7 m²,136 m²,4 m²,7 m²,36 m²,504 m³,7 rooms (4 bedrooms),1 bathroom and 3 separate toilets,Toilet,5 stories and a attic,Passive ventilation system and TV via cable,F        What does this mean?,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2010, in ownership)",36 m²,Full ownership,In center and in residential district,Roof terrace present,"Paid parking, public parking and resident's parking permits",no
