header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Saenredamstraat 23 1,1072 CB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42519852-saenredamstraat-23-1/?navigateSource=resultlist,20220130_200635,"€ 349,000 kosten koper","€ 8,949    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (39 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 75.00 per month,Mezzanine (apartment),Resale property,1879,Furnished,Living area39 m²Exterior space attached to the building6 m²,39 m²,6 m²,102 m³,2 rooms (1 bedroom),1 bathroom,Toilet,1 story,2nd floor,TV via cable,A            1.05What does this mean?,Double glazing,CH boiler,CH boiler,"2012, in ownership",Full ownership,Alongside a quiet road and in residential district,Roof terrace present,Yes,No,No,No,No,No,no
