header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Location,error
2-kamerappartement (Bouwnr. 2),3067 AD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41306706-2-kamerappartement-bouwnr-2/?navigateSource=resultlist,20220126_170508,"€ 249,500 vrij op naam","€ 3,898    The asking price per m² (€ 249,500) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance,New property,2024,Living area64 m²,64 m²,170 m³,2 rooms (1 bedroom),1 story,1st floor,A        What does this mean?,Completely insulated,"District heating, complete floor heating and heat recovery unit",District heating,Alongside a quiet road and in residential district,no
