header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kalhuisplaats 36,2586 JR Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42685432-kalhuisplaats-36/?navigateSource=resultlist,20220131_230735,"€ 325,000 kosten koper","€ 4,452    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,€ 155.52 per month,Galleried apartment (apartment),Resale property,1985,Flat roof covered with asphalt roofing,Living area73 m²External storage space16 m²,73 m²,16 m²,229 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,2nd floor,Elevator,C        What does this mean?,Partly double glazed,CH boiler,CH boiler,Kombi Kompakt HR 28/24A (2015),Full ownership,"In center, in residential district and seaview",Storage box,Parking place,Paid parking and parking garage,Yes,Yes,Yes (€ 155.52 per month),Yes,Yes,Yes,no
