header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Garden,Type of parking facilities,error
Jules Massenetstraat 212,2551 XG Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88902876-jules-massenetstraat-212/?navigateSource=resultlist,20220131_205207,"€ 354,000 kosten koper","€ 2,902    The asking price per m² (€ 354,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 25 per month,8 weeks,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1981-1990,Living area122 m²External storage space5 m²,122 m²,5 m²,122 m²,399 m³,6 rooms (5 bedrooms),3 stories,B        What does this mean?,CH boiler,CH boiler,"Combination boiler, in ownership",122 m²,Long-term lease,Bought off for eternity,Back garden and front garden,Public parking,no
