header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Type of garage,Type of parking facilities,error
Boekweitkamp 101,2592 XT Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42662246-boekweitkamp-101/?navigateSource=resultlist,20220131_223053,"€ 410,000 vrij op naam","€ 5,062    The asking price per m² (€ 410,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Apartment with shared street entrance (apartment),New property,2022,Flat roof,Woningborg garantiecertificaat,Living area81 m²,81 m²,280 m³,3 rooms (1 bedroom),1 story,Elevator and mechanical ventilation,Not available,Triple glazed and completely insulated,Complete floor heating and heat pump,Electrical boiler,In residential district,Possibility for garage and parking place,Public parking,no
