header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Singravenplein 12,3077 RK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88043218-singravenplein-12/?navigateSource=resultlist,20220125_220910,"€ 295,000 kosten koper","€ 2,731    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (108 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1984,Gable roof covered with roof tiles,Living area108 m²,108 m²,162 m²,357 m³,4 rooms (3 bedrooms),3 stories,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Vaillant ( combination boiler from 2013, in ownership)",162 m²,Full ownership,Alongside a quiet road and in residential district,"Back garden, front garden and side garden",Detached brick storage,Public parking,no
