header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Shed / storage,error
't Goor 35,7071 PC Ulft        ,https://www.funda.nl/en/koop/ulft/huis-87697417-t-goor-35/?navigateSource=resultlist,20220128_043105,"€ 539,500 kosten koper","€ 4,691    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 539,500) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property (official/company house or apartment)",Resale property,1999,Gable roof covered with asphalt roofing and roof tiles,Living area115 m²Other space inside the building4 m²Exterior space attached to the building22 m²External storage space455 m²,115 m²,4 m²,22 m²,455 m²,960 m²,423 m³,6 rooms (3 bedrooms),2 stories,Air conditioning and rolldown shutters,B        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",960 m²,Business park,Attached wooden storage,no
