header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Zwaluwstraat 130,3853 CJ Ermelo        ,https://www.funda.nl/en/koop/ermelo/huis-88038668-zwaluwstraat-130/?navigateSource=resultlist,20220127_235257,"€ 389,500 kosten koper","€ 3,019    The asking price per m² (€ 389,500) is calculated by dividing the asking price of the home by the living area (129 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1974,Gable roof covered with roof tiles,Living area129 m²Other space inside the building1 m²External storage space8 m²,129 m²,1 m²,8 m²,156 m²,450 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Optical fibre, mechanical ventilation and TV via cable",C        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2019, in ownership)",156 m²,Back garden and front garden,"46 m² (9,88 meter deep and 4,67 meter broad)",Located at the southeast accessible via the rear,Detached brick storage,Electricity,Parking on private property,no
