header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Gooise Kant 296,1104 MM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42548442-gooise-kant-296/?navigateSource=resultlist,20220131_005458,"€ 399,000 kosten koper","€ 3,912    The asking price per m² (€ 399,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2018,Gable roof covered with roof tiles,Living area102 m²External storage space5 m²,102 m²,5 m²,99 m²,368 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,Mechanical ventilation and TV via cable,A        What does this mean?,Completely insulated,District heating,District heating,99 m²,Municipal long-term lease,"€ 1.859,63 per year",Alongside a quiet road and in residential district,Back garden,"46 m² (9,71 meter deep and 4,78 meter broad)",Located at the northwest accessible via the rear,Detached brick storage,Electricity,Parking on private property and public parking,no
