header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Garden,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Oosterpark 79 H,1092 AV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88902233-oosterpark-79-h/?navigateSource=resultlist,20220130_225038,"€ 1,475,000 kosten koper","€ 6,735    The asking price per m² (€ 1,475,000) is calculated by dividing the asking price of the home by the living area (219 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,Ground-floor apartment,Resale property,1887,Living area219 m²Exterior space attached to the building10 m²,219 m²,10 m²,818 m³,7 rooms (4 bedrooms),1 bathroom and 2 separate toilets,3 stories,Ground floor,G        What does this mean?,"Roof insulation, double glazing and floor insulation",CH boiler,CH boiler and electrical boiler (rental),"Nefit Ecomline HR (gas-fired combination boiler from 2010, in ownership)",Full ownership,Back garden,Balcony present,Paid parking and resident's parking permits,Yes,No,No,No,No,Yes,no
