header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
2-onder-1kapwoning (Bouwnr. 25),1756 BE 't Zand        ,https://www.funda.nl/en/koop/t-zand/huis-88991101-2-onder-1kapwoning-bouwnr-25/?navigateSource=resultlist,20220129_102145,"€ 368,500 vrij op naam","€ 2,792    The asking price per m² (€ 368,500) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, double house",New property,2022,Combination roof covered with asphalt roofing and roof tiles,Energie Prestatie Advies and woningborg garantiecertificaat,Living area132 m²Other space inside the building19 m²,132 m²,19 m²,237 m²,506 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,Mechanical ventilation and solar panels,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",Partial floor heating and heat pump,237 m²,Full ownership,Alongside water and in residential district,Back garden and front garden,Attached brick garage,1 car,Electricity,Parking on private property,no
