header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,Ownership situation,Garden,Shed / storage,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Thérèse Schwartzestraat 131,2597 XK Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42453204-therese-schwartzestraat-131/?navigateSource=resultlist,20220131_214705,"€ 1,325,000 kosten koper","€ 6,495    The asking price per m² (€ 1,325,000) is calculated by dividing the asking price of the home by the living area (204 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Penthouse,Resale property,2020,Listed building (national monument),Gable roof covered with roof tiles,Living area204 m²Other space inside the building12 m²Exterior space attached to the building9 m²External storage space5 m²,204 m²,12 m²,9 m²,5 m²,975 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and toilet",1 story,"Skylight, elevator and mechanical ventilation",A        What does this mean?,CH boiler and complete floor heating,CH boiler,Full ownership,Front garden,Built-in,Carport,Yes,Yes,Yes,No,Yes,Yes,no
