header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Reigersweide 122,1383 KJ Weesp        ,https://www.funda.nl/en/koop/weesp/appartement-42695643-reigersweide-122/?navigateSource=resultlist,20220128_021150,"€ 250,000 kosten koper","€ 4,902    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (51 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 48 per month,Today,Available,Available in consultation,€ 48.00 per month,Upstairs apartment (apartment),Resale property,1980,Combination roof covered with asphalt roofing and roof tiles,Living area51 m²External storage space5 m²,51 m²,5 m²,162 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,2 stories,2nd floor,Skylight,B            1.13What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Alongside a quiet road and in residential district,Attached brick storage,Public parking,Yes,Yes,Yes (€ 48.00 per month),Yes,Yes,Yes,no
