header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Entinge 5,9331 LJ Norg        ,https://www.funda.nl/en/koop/norg/huis-42548070-entinge-5/?navigateSource=resultlist,20220129_054820,"€ 215,000 kosten koper","€ 1,822    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1982,With carpets and curtains,Gable roof covered with roof tiles,Living area118 m²External storage space7 m²,118 m²,7 m²,149 m²,400 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,B        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Nefit HR ( combination boiler, in ownership)",149 m²,Full ownership,Back garden and front garden,"54 m² (9,6 meter deep and 5,6 meter broad)",Located at the southeast accessible via the rear,Detached wooden storage,Public parking,no
