header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Haarlemmerweg 705,1067 HP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-41914159-haarlemmerweg-705/?navigateSource=resultlist,20220130_192600,Price on request,6+ months,Available,Available in consultation,"Converted farmhouse, detached residential property",Resale property,2010,Living area366 m²External storage space11 m²,366 m²,11 m²,"1,036 m²","1,080 m³",12 rooms (11 bedrooms),7 bathrooms,"5 baths, 7 showers and 7 toilets",3 stories,G        What does this mean?,1.036 m²,Full ownership,Rural and freestanding location,Surrounded by garden,Parking on private property,no
