header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Eerste Oosterparklaan 122,3544 AN Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42425615-eerste-oosterparklaan-122/?navigateSource=resultlist,20220128_051810,"€ 450,000 kosten koper","€ 3,689    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2000,Living area122 m²Exterior space attached to the building1 m²External storage space9 m²,122 m²,1 m²,9 m²,131 m²,406 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,TV via cable,A        What does this mean?,Double glazing,District heating,Central facility,131 m²,Municipal ownership encumbered with long-term leaset,Bought off for eternity,Alongside a quiet road and in residential district,Back garden and front garden,50 m² (10 meter deep and 5 meter broad),Located at the north accessible via the rear,Detached wooden storage,Public parking,no
