header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Ownership situation,Shed / storage,Type of garage,Capacity,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Wilbertsheem 12,5581 JX Waalre        ,https://www.funda.nl/en/koop/waalre/appartement-88801711-wilbertsheem-12/?navigateSource=resultlist,20220127_214000,"€ 560,000 kosten koper","€ 3,522    The asking price per m² (€ 560,000) is calculated by dividing the asking price of the home by the living area (159 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,€ 613.00 per month,Upstairs apartment,Resale property,1979,Gable roof covered with roof tiles,Living area159 m²Exterior space attached to the building22 m²External storage space28 m²,159 m²,22 m²,28 m²,534 m³,4 rooms (3 bedrooms),2 bathrooms,Bath and toilet,2 stories,D        What does this mean?,Full ownership,Built-in,Garage,1 car,Electrical door,Parking on private property,Yes,Yes,Yes (€ 613.00 per month),Yes,Yes,Yes,no
