header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,error
Eengezinswoning - Dok & Kaai (Bouwnr. 2),3024 EP Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42448378-eengezinswoning-dok-en-kaai-bouwnr-2/?navigateSource=resultlist,20220126_164226,"€ 640,000 vrij op naam","€ 5,818    The asking price per m² (€ 640,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,Ground-floor + upstairs apartment (apartment),New property,2024,SWK garantiecertificaat,Living area110 m²Other space inside the building2 m²Exterior space attached to the building54 m²External storage space6 m²,110 m²,2 m²,54 m²,6 m²,286 m³,4 rooms (3 bedrooms),3 stories,Ground floor,A        What does this mean?,Completely insulated,District heating,District heating,no
