header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Kind of house,Area,Number of rooms,Volume in cubic meters,Energy label,Building type,Year of construction,error
Hogeweg 4,4693 RJ Poortvliet        ,https://www.funda.nl/en/koop/poortvliet/huis-87896988-hogeweg-4/?navigateSource=resultlist,20220127_233934,Price on request,6+ months,"Converted farmhouse, detached residential property","107 m² residential surface area / 12,590 m² plot surface area",5 rooms (4 bedrooms),410 m³,Not available,Resale property,1976,no
