header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Capacity,Ownership situation,Fees,Ownership situation.1,Fees.1,Ownership situation.2,Fees.2,Ownership situation.3,Fees.3,Ownership situation.4,Fees.4,Ownership situation.5,Fees.5,Ownership situation.6,Fees.6,Ownership situation.7,Fees.7,Ownership situation.8,Fees.8,Ownership situation.9,Fees.9,Ownership situation.10,Fees.10,error
Sparrenweg 51,1091 HP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-41371445-sparrenweg-51/?navigateSource=resultlist,20220130_215052,"€ 440,000 kosten koper",6+ months,Under offer,Available in consultation,Underground parking,Resale property,Electrical door,11,Municipal long-term lease,Bought off for eternity,Municipal long-term lease,Bought off for eternity,Municipal long-term lease,Bought off for eternity,Municipal long-term lease,Bought off for eternity,Municipal long-term lease,Bought off for eternity,Municipal long-term lease,Bought off for eternity,Municipal long-term lease,Bought off for eternity,Municipal long-term lease,Bought off for eternity,Municipal long-term lease,Bought off for eternity,Municipal long-term lease,Bought off for eternity,Municipal long-term lease,Bought off for eternity,no
