header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Huizerweg 182,1402 AN Bussum        ,https://www.funda.nl/en/koop/bussum/huis-42681741-huizerweg-182/?navigateSource=resultlist,20220129_190346,"€ 685,000 kosten koper","€ 5,074    The asking price per m² (€ 685,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1922,Gable roof covered with roof tiles,Bouwkundige keuring,Living area135 m²Other space inside the building11 m²,135 m²,11 m²,194 m²,539 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and toilet",3 stories,Skylight,D        What does this mean?,Secondary glazing,CH boiler,CH boiler,"Intergas HR eco 30 (gas-fired combination boiler from 2017, to rent)",194 m²,Full ownership,In residential district,Back garden and front garden,"94 m² (11 meter deep and 8,5 meter broad)",Located at the south,Attached brick storage,Public parking,no
