header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Sun terrace,Garden location,Balcony/roof garden,Type of parking facilities,error
Ternatestraat 42,2612 BG Delft        ,https://www.funda.nl/en/koop/delft/huis-42504711-ternatestraat-42/?navigateSource=resultlist,20220129_085845,"€ 450,000 kosten koper","€ 3,383    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (133 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1936,Combination roof covered with asphalt roofing and roof tiles,Living area133 m²Other space inside the building10 m²Exterior space attached to the building12 m²,133 m²,10 m²,12 m²,98 m²,479 m³,5 rooms (3 bedrooms),1 separate toilet,3 stories,Passive ventilation system and TV via cable,Not available,Partly double glazed,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2019, in ownership)",98 m²,Full ownership,In residential district,Location and sun terrace,"12 m² (2,93 meter deep and 3,13 meter broad)",Located at the southeast,Roof terrace present,Public parking,no
