header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Location,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Oorgat 23 C,1135 CP Edam        ,https://www.funda.nl/en/koop/edam/appartement-42500266-oorgat-23-c/?navigateSource=resultlist,20220129_202251,"€ 349,000 kosten koper","€ 4,205    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 385,000 vrij op naam",€ 115 per month,2 months,Sold under reservation,Available in consultation,€ 115.00 per month,Ground-floor apartment (apartment),Resale property,2021,Living area83 m²,83 m²,317 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,Ground floor,Elevator,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Full ownership,"On navigable waterway, alongside water and in residential district",Side garden,Public parking,Yes,Yes,Yes (€ 115.00 per month),Yes,Yes,Yes,no
