header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Area,Garden,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Maarten Breetstraat 10,1752 AH Sint Maartensbrug        ,https://www.funda.nl/en/koop/sint-maartensbrug/huis-88031257-maarten-breetstraat-10/?navigateSource=resultlist,20220127_225736,"€ 215,000 kosten koper","€ 1,734    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (124 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1971,Living area124 m²External storage space8 m²,124 m²,8 m²,157 m²,418 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,C        What does this mean?,157 m²,Back garden and front garden,Attached brick storage,Garage,1 car,Public parking,no
