header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities.1,error
Meester van Zeelandstraat kavel 44,5056 KK Berkel-Enschot        ,https://www.funda.nl/en/koop/berkel-enschot/huis-42431798-meester-van-zeelandstraat-kavel-44/?navigateSource=resultlist,20220129_171213,"€ 550,000 vrij op naam","€ 3,333    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (165 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Desirable residence/villa, double house",New property,2022,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area165 m²,165 m²,261 m²,790 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,2 stories and a attic,Balanced ventilation system and solar panels,Not available,"Roof insulation, double glazing, energy efficient window, insulated walls and floor insulation",Complete floor heating and heat pump,Electrical boiler,261 m²,Full ownership,In residential district,Back garden and front garden,Attached brick garage,1 car,Electricity,no
