header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Maasstraat 23,2314 TT Leiden        ,https://www.funda.nl/en/koop/leiden/appartement-42540813-maasstraat-23/?navigateSource=resultlist,20220128_135820,"€ 280,000 kosten koper","€ 3,294    The asking price per m² (€ 280,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 210 per month,7 weeks,Sold under reservation,Available in consultation,€ 210.00 per month,Galleried apartment (apartment),Resale property,1961,Flat roof,Living area85 m²Exterior space attached to the building6 m²External storage space3 m²,85 m²,6 m²,3 m²,303 m³,4 rooms (3 bedrooms),1 story,3rd floor,E        What does this mean?,Completely insulated,CH boiler,CH boiler,Full ownership,In residential district,Balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 210.00 per month),Yes,Yes,No,no
