header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Shed / storage,Type of parking facilities,error
Hendrik van Leyenstraat 10,6121 KH Born        ,https://www.funda.nl/en/koop/born/huis-42674296-hendrik-van-leyenstraat-10/?navigateSource=resultlist,20220129_005614,"€ 195,000 kosten koper","€ 2,053    The asking price per m² (€ 195,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1965,Gable roof covered with roof tiles,Living area95 m²Other space inside the building26 m²Exterior space attached to the building11 m²External storage space9 m²,95 m²,26 m²,11 m²,9 m²,130 m²,448 m³,4 rooms (3 bedrooms),1 separate toilet,"2 stories, a/an attic and a basement",D        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,Ferroli (gas-fired combination boiler),130 m²,Full ownership,Back garden and front garden,"26 m² (8,5 meter deep and 3 meter broad)",Attached brick storage,Public parking,no
