header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Kelbergen 160,1104 LH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88974809-kelbergen-160/?navigateSource=resultlist,20220130_205733,"€ 350,000 kosten koper","€ 3,804    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1972,Flat roof covered with asphalt roofing,Living area92 m²External storage space20 m²,92 m²,20 m²,161 m²,300 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,TV via cable,C        What does this mean?,Double glazing,CH boiler,CH boiler,Gas-fired combination boiler,161 m²,Municipal long-term lease,Paid until 30-09-2052,Alongside a quiet road and in residential district,Back garden and front garden,"72 m² (14,6 meter deep and 4,9 meter broad)",Located at the south,Detached brick storage,Electricity,Carport,Parking on private property and public parking,no
