header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kinkerstraat 110 -3V,1053 EC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42660892-kinkerstraat-110-3v/?navigateSource=resultlist,20220130_191434,"€ 275,000 kosten koper","€ 10,577    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (26 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 122 per month,3 weeks,Available,Available in consultation,Mezzanine (apartment),Resale property,1893,Living area26 m²,26 m²,85 m³,1 room,1 bathroom,Shower and toilet,4 stories,3rd floor,G        What does this mean?,Mostly double glazed,CH boiler,CH boiler,Combination boiler,Full ownership,"In center, in residential district and unobstructed surrounding view",Yes,Yes,Yes,Yes,Yes,Yes,no
