header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Oostwal 213,5341 KN Oss        ,https://www.funda.nl/en/koop/oss/appartement-42495178-oostwal-213/?navigateSource=resultlist,20220127_213020,"€ 285,000 kosten koper","€ 3,562    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 150 per month,6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance,Resale property,1997,Living area80 m²Exterior space attached to the building5 m²,80 m²,5 m²,264 m³,3 rooms (2 bedrooms),1 story,1st floor,Elevator,A        What does this mean?,Double glazing,CH boiler,CH boiler,"Combination boiler from 2014, in ownership",Full ownership,In center and unobstructed surrounding view,Balcony present,Built-in,Parking place,"Parking on gated property, parking on private property and public parking",Yes,Yes,Yes,Yes,Yes,Yes,no
