header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Brug (Bouwnr. 1),4905 AS Oosterhout (NB)        ,https://www.funda.nl/en/koop/oosterhout-nb/appartement-42539219-brug-bouwnr-1/?navigateSource=resultlist,20220127_223743,"€ 975,000 vrij op naam","€ 4,412    The asking price per m² (€ 975,000) is calculated by dividing the asking price of the home by the living area (221 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Flat roof,Woningborg garantiecertificaat,Living area221 m²Exterior space attached to the building31 m²,221 m²,31 m²,663 m³,1 room,1 bathroom and 1 separate toilet,"Bath, shower and toilet",8 stories,Elevator and mechanical ventilation,A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",Complete floor heating and heat pump,See deed,"Alongside a quiet road, on navigable waterway, alongside water, in residential district and unobstructed surrounding view",Balcony present,Built-in,Underground parking,Parking on private property and parking garage,no
