header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Area,Ownership situation,error
Gratamastraat 23,1222 HZ Hilversum        ,https://www.funda.nl/en/koop/hilversum/huis-42679065-gratamastraat-23/?navigateSource=resultlist,20220127_225706,"€ 325,000 kosten koper","€ 4,577    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1931,Living area71 m²Other space inside the building13 m²External storage space6 m²,71 m²,13 m²,6 m²,123 m²,289 m³,3 rooms (2 bedrooms),1 bathroom,2 stories,F        What does this mean?,123 m²,Full ownership,no
