header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Location,Garden,Sun terrace,Garden location,Balcony/roof garden,Shed / storage,Insulation.1,Type of parking facilities,error
Zicht op Vitus,1211 NZ Hilversum        ,https://www.funda.nl/en/koop/hilversum/huis-42529502-zicht-op-vitus/?navigateSource=resultlist,20220127_202215,"€ 699,000 vrij op naam","€ 5,178    The asking price per m² (€ 699,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, corner house",New property,2022,Flat roof,Woningborg garantiecertificaat,Living area135 m²Other space inside the building5 m²Exterior space attached to the building38 m²,135 m²,5 m²,38 m²,505 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower,4 stories,"Optical fibre, mechanical ventilation, TV via cable and solar panels",Not available,Triple glazed and completely insulated,Complete floor heating and heat pump,In center and in residential district,Sun terrace,"35 m² (8,7 meter deep and 4 meter broad)",Located at the southwest,Roof terrace present and balcony present,Built-in,Completely insulated,Parking on private property,no
