header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Ownership situation,Fees,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Wijnbrugstraat 13 B,3011 XW Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88808351-wijnbrugstraat-13-b/?navigateSource=resultlist,20220125_233140,"€ 795,000 kosten koper","€ 5,300    The asking price per m² (€ 795,000) is calculated by dividing the asking price of the home by the living area (150 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available immediately,€ 200.00 per month,Apartment with shared street entrance (apartment),Resale property,2004,Living area150 m²,150 m²,588 m³,3 rooms (2 bedrooms),1 story,2nd floor,Elevator and mechanical ventilation,Not available,Double glazing and completely insulated,Ownership encumbered with long-term leaset,Paid until 19-02-2052,"On navigable waterway, alongside water and in center",Yes,Yes,Yes (€ 200.00 per month),Yes,Yes,Yes,no
