header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
Hoofdstraat 185,3781 AE Voorthuizen        ,https://www.funda.nl/en/koop/voorthuizen/huis-41230305-hoofdstraat-185/?navigateSource=resultlist,20220128_020050,"€ 1,295,000 kosten koper","€ 1,998    The asking price per m² (€ 1,295,000) is calculated by dividing the asking price of the home by the living area (648 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under offer,Available in consultation,"Villa, detached residential property",Resale property,1922,Gable roof covered with roof tiles,Living area648 m²Other space inside the building77 m²,648 m²,77 m²,497 m²,"2,413 m³",11 rooms (4 bedrooms),2 bathrooms and 2 separate toilets,"Bath, shower and 2 toilets",2 stories and a basement,Alarm installation and outdoor awning,D        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler and partial floor heating,CH boiler,1997,497 m²,Full ownership,In center,Surrounded by garden,Built-in,2 cars,Public parking,no
