header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hogestraat 44,6953 AW Dieren        ,https://www.funda.nl/en/koop/dieren/appartement-42657504-hogestraat-44/?navigateSource=resultlist,20220129_021653,"€ 288,000 kosten koper","€ 4,571    The asking price per m² (€ 288,000) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,2021,Living area63 m²Other space inside the building5 m²,63 m²,5 m²,262 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,Ground floor,G        What does this mean?,CH boiler and complete floor heating,CH boiler and gas-fired boiler,"Gas-fired combination boiler from 2021, in ownership",Full ownership,Public parking,No,No,No,No,No,No,no
