header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,Location,Garden,Back garden,Garden location,Type of garage,Type of parking facilities,error
Bernardushof (Bouwnr. 29),4751 HL Oud Gastel        ,https://www.funda.nl/en/koop/oud-gastel/huis-40349361-bernardushof-bouwnr-29/?navigateSource=resultlist,20220129_004917,Price on request,6+ months,Available,Available in consultation,"Desirable residence/villa, double house",New property,2022,Monumental building,Gable roof covered with roof tiles,Living area295 m²,295 m²,188 m²,"1,053 m³",7 rooms (6 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,A        What does this mean?,No heating,CH boiler,In center,Back garden,"63 m² (9,6 meter deep and 6,56 meter broad)",Located at the east,Parking place,Parking on private property,no
