header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Javastraat 33,2585 AC Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42500970-javastraat-33/?navigateSource=resultlist,20220131_231859,"€ 650,000 kosten koper","€ 4,194    The asking price per m² (€ 650,000) is calculated by dividing the asking price of the home by the living area (155 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 700,000 kosten koper",3 months,Available,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1919,Protected townscape or village view (permit needed for alterations),Living area155 m²Other space inside the building1 m²Exterior space attached to the building9 m²,155 m²,1 m²,9 m²,532 m³,6 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories,1st floor,D        What does this mean?,Double glazing,CH boiler,CH boiler,"Bosch (gas-fired combination boiler from 2015, in ownership)",Full ownership,Balcony present,Paid parking and resident's parking permits,Yes,Yes,No,No,No,Yes,no
