header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Hallstraat 7 Hs,1051 GW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42686772-van-hallstraat-7-hs/?navigateSource=resultlist,20220130_235347,"€ 425,000 kosten koper","€ 5,822    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 50 per month,"January 19, 2022",Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1906-1930,Renovation project,Living area73 m²,73 m²,186 m³,3 rooms,1 separate toilet,1 story,Ground floor,C        What does this mean?,CH boiler,CH boiler,"Gas-fired, in ownership",Full ownership,In residential district,Resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
