header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Duinstraat 26,4631 KT Hoogerheide        ,https://www.funda.nl/en/koop/hoogerheide/huis-88039624-duinstraat-26/?navigateSource=resultlist,20220128_023538,"€ 425,000 kosten koper","€ 3,400    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1930,Gable roof covered with roof tiles,Living area125 m²,125 m²,419 m²,550 m³,7 rooms (5 bedrooms),1 bathroom and 2 separate toilets,2 stories and a attic,Skylight,D        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Remeha Avanta CW5 (gas-fired combination boiler from 2019, in ownership)",419 m²,Full ownership,In residential district,Surrounded by garden,Attached brick garage,1 car,Electricity and running water,Parking on private property and public parking,no
