header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Opaalstraat 150,2332 TN Leiden        ,https://www.funda.nl/en/koop/leiden/appartement-88059720-opaalstraat-150/?navigateSource=resultlist,20220129_032449,"€ 275,000 kosten koper","€ 3,395    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,Maisonnette (apartment),Resale property,1966,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area81 m²Exterior space attached to the building6 m²External storage space6 m²,81 m²,6 m²,6 m²,249 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,5th floor,"Outdoor awning, elevator, mechanical ventilation and TV via cable",D            1.75What does this mean?,Double glazing,Communal central heating,Electrical boiler,In residential district and unobstructed surrounding view,Balcony present,Built-in,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
