header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Type of parking facilities,error
Juffrouw Schefferstraat 20,7695 SN Bruchterveld        ,https://www.funda.nl/en/koop/bruchterveld/huis-88012885-juffrouw-schefferstraat-20/?navigateSource=resultlist,20220129_053045,"€ 245,000 kosten koper","€ 1,678    The asking price per m² (€ 245,000) is calculated by dividing the asking price of the home by the living area (146 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2014,With carpets and curtains,Energie Prestatie Advies,Living area146 m²Exterior space attached to the building12 m²External storage space6 m²,146 m²,12 m²,6 m²,260 m²,539 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories and a attic,"Optical fibre, mechanical ventilation and solar panels",A        What does this mean?,"Roof insulation, triple glazed, insulated walls, floor insulation and completely insulated",CH boiler,CH boiler,Intergas HRe (gas-fired combination boiler from 2014),260 m²,Full ownership,Parking on private property,no
