header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Type of property,Plot size,Location,Acceptance,Status,error
Wehrerweg Hof van Oblomow kavel 1,6137 LC Sittard        ,https://www.funda.nl/en/koop/sittard/bouwgrond-88941297-wehrerweg-hof-van-oblomow-kavel-1/?navigateSource=resultlist,20220129_104348,"€ 344,000 vrij op naam",3 months,Building plot,"1,264 m²",Rural and unobstructed surrounding view,Available in consultation,Available,no
