header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Beukenhof 94,8212 EB Lelystad        ,https://www.funda.nl/en/koop/lelystad/huis-88040388-beukenhof-94/?navigateSource=resultlist,20220128_032349,"€ 385,000 kosten koper","€ 2,962    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1995,Flat roof covered with asphalt roofing,Living area130 m²Exterior space attached to the building232 m²,130 m²,232 m²,232 m²,410 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,B        What does this mean?,CH boiler,232 m²,Full ownership,"Alongside a quiet road, alongside water and in residential district",Back garden and front garden,66 m² (11 meter deep and 6 meter broad),Located at the east,Balcony present,Detached wooden storage,Parking on private property and public parking,no
