header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Sun terrace,Garden location,Type of garage,Type of parking facilities,error
Amstel 13,1011 PT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88871843-amstel-13/?navigateSource=resultlist,20220130_182335,"€ 1,295,000 kosten koper","€ 8,931    The asking price per m² (€ 1,295,000) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1931,Flat roof covered with metal,Living area145 m²Exterior space attached to the building22 m²,145 m²,22 m²,145 m²,365 m³,5 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Jacuzzi, 2 showers and 2 toilets",2 stories,"Air conditioning, jacuzzi and sliding door",Not available,Double glazing,Hot air heating,Gas-fired boiler,145 m²,Full ownership,"On navigable waterway, alongside water, in center and unobstructed surrounding view",Sun terrace,"41 m² (9 meter deep and 4,5 meter broad)",Located at the south,Parking place,"Paid parking, public parking, parking garage and resident's parking permits",no
