header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Sjouke Helfrichstraat 22,8802 VD Franeker        ,https://www.funda.nl/en/koop/franeker/huis-42687592-sjouke-helfrichstraat-22/?navigateSource=resultlist,20220128_032927,"€ 275,000 kosten koper","€ 2,148    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1978,Gable roof covered with roof tiles,Living area128 m²Exterior space attached to the building1 m²External storage space13 m²,128 m²,1 m²,13 m²,214 m²,437 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Skylight, optical fibre, passive ventilation system and TV via cable",C            1.46What does this mean?,214 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"7,5 meter deep and 6,26 meter broad",Located at the southeast accessible via the rear,Attached brick storage,Public parking,no
