header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Paul Whitemansingel 80,3069 XV Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88906872-paul-whitemansingel-80/?navigateSource=resultlist,20220125_234214,"€ 400,000 kosten koper","€ 3,390    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1984,Gable roof covered with roof tiles,Living area118 m²External storage space5 m²,118 m²,5 m²,117 m²,394 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,Alarm installation and mechanical ventilation,A        What does this mean?,Roof insulation and double glazing,District heating and partial floor heating,117 m²,Full ownership,Back garden and front garden,"42 m² (8,3 meter deep and 5,1 meter broad)",Located at the south accessible via the rear,Detached brick storage,Electricity,Public parking,no
