header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
Pastoor te Platestraat 11,5808 CD Oirlo        ,https://www.funda.nl/en/koop/oirlo/huis-42652852-pastoor-te-platestraat-11/?navigateSource=resultlist,20220129_032215,"€ 399,000 kosten koper","€ 2,891    The asking price per m² (€ 399,000) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,2021,Accessible for seniors,Living area138 m²Other space inside the building32 m²,138 m²,32 m²,233 m²,630 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and 2 toilets",2 stories and a attic,Mechanical ventilation,A        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2021, in ownership",233 m²,Full ownership,In residential district,Back garden and front garden,Attached brick garage,1 car,Parking on private property and public parking,no
