header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Area,Location,error
Groenendijk 206,2911 BB Nieuwerkerk aan den IJssel        ,https://www.funda.nl/en/koop/nieuwerkerk-aan-den-ijssel/huis-88016319-groenendijk-206/?navigateSource=resultlist,20220129_024538,"€ 120,000 kosten koper","€ 2,400    The asking price per m² (€ 120,000) is calculated by dividing the asking price of the home by the living area (50 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1900,Flat roof,Living area50 m²,50 m²,90 m³,4 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,Not available,Wood heater,Electrical boiler,1 m²,On navigable waterway and alongside water,no
