header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Capacity,Dimensions,Ownership situation,Fees,error
Silodam,1013 AS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-41251927-silodam/?navigateSource=resultlist,20220130_203607,"€ 22,000 kosten koper","€ 23,000 kosten koper",€ 85 per month,6+ months,Available,Available in consultation,Underground parking,Resale property,Electrical door,1,"5,1 meter deep and 2,05 meter broad",Municipal ownership encumbered with long-term leaset (end date of long-term lease:  15-03-2048),Paid until 15-03-2048,no
